Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
Male,12.7,No,Rural,53.8,Tertiary,69.3
Female,11,Yes,Rural,80.2,Secondary,84.6
Male,14.1,No,Urban,77.4,None,81.3
Male,2.6,No,Urban,66.7,Secondary,37.3
Male,11.4,No,Rural,63,Secondary,64.2
Female,4.1,No,Urban,56.7,Tertiary,48.2
Female,8.9,No,Rural,93.5,Primary,59.9
Female,7.2,Yes,Rural,70.6,Secondary,67.3
Male,7.3,No,Urban,62.5,Secondary,56
Male,4.2,No,Rural,66.1,Secondary,42.9
Male,0,No,Rural,94.3,None,18.9
Female,13.5,Yes,Rural,75.3,Secondary,86.4
Female,14.6,Yes,Rural,92.5,None,100
Female,12.5,Yes,Urban,78.4,Primary,85.8
Female,9.3,Yes,Urban,72.1,Primary,75.6
Male,12.2,Yes,Rural,62.4,Secondary,82.9
Female,5.5,No,Urban,68.5,Secondary,49.3
Male,11.2,No,Rural,74.6,Tertiary,79.8
Male,8.5,No,Urban,83.2,Tertiary,67.4
Female,15.9,No,Urban,80.3,Secondary,96.3
Female,13.4,Yes,Rural,50.4,Secondary,88
Female,16,No,Urban,55,Primary,93.2
Female,8.5,No,Urban,70.2,Tertiary,63.6
Female,11.2,No,Urban,68.6,Secondary,65.3
Male,12.8,No,Urban,79.9,Secondary,84.7
Male,10.7,Yes,Rural,77.3,Secondary,76.7
Female,11.1,No,Rural,88.2,Tertiary,73.2
Female,5.2,No,Urban,99.4,Tertiary,59.4
Male,10.2,No,Rural,53,Secondary,55.5
Female,8.5,No,Urban,82.2,Secondary,61.2
Male,1.6,Yes,Rural,81.7,Tertiary,58.4
Male,6.6,No,Rural,91.4,Secondary,52.9
Male,12.9,Yes,Urban,53.7,None,89
Male,12.7,No,Urban,84.5,Tertiary,81.2
Female,3.8,No,Rural,99,Secondary,50.8
Male,10.4,No,Rural,64,Secondary,65.5
Female,4.2,No,Urban,65.7,Tertiary,46.9
Female,12.1,Yes,Urban,91.6,Secondary,91
Female,14.5,No,Urban,84.9,Primary,90.4
Female,9,Yes,Urban,62.2,Secondary,76.4
Female,14.7,Yes,Urban,76.5,Secondary,100
Female,10.1,Yes,Urban,51.6,Tertiary,88.5
Male,10.6,Yes,Urban,71.6,Tertiary,88.9
Male,14.3,Yes,Urban,62.7,Secondary,89.5
Male,9.2,No,Rural,96,None,64.6
Female,14.7,No,Urban,51.7,Secondary,88.5
Male,12.9,No,Urban,92.2,Secondary,83.2
Female,9.3,No,Rural,98.1,Tertiary,70.5
Male,12.4,Yes,Rural,78.9,Primary,100
Male,7.1,Yes,Urban,57.6,Primary,71.4
Female,15.3,Yes,Rural,61,None,98.3
Male,8.1,Yes,Rural,66.9,Secondary,71.1
Female,9.5,Yes,Rural,64.1,Primary,73.4
Female,2.2,Yes,Urban,96.9,Tertiary,70.2
Female,10.3,Yes,Urban,95.1,Secondary,92.6
Male,6.4,Yes,Urban,78.3,Tertiary,74.6
Female,7.3,Yes,Urban,85.7,Primary,83
Female,7.7,No,Urban,52.9,Secondary,52.4
Male,13.1,Yes,Urban,79.6,Tertiary,100
Male,6.8,No,Urban,51.8,Tertiary,48.3
Male,5.5,No,Rural,56.6,Secondary,39.1
Female,9.9,No,Urban,65.9,Tertiary,71.7
Male,13,No,Urban,50.8,Tertiary,73.7
Female,9.9,No,Rural,74.1,Secondary,64
Male,3.8,No,Urban,52.7,Tertiary,41.7
Male,0,Yes,Urban,64.7,Tertiary,37.3
Female,11,No,Rural,91.5,Primary,68
Female,16,No,Urban,61.2,Tertiary,96.1
Female,10.4,No,Rural,69.7,Primary,65.8
Male,13.4,Yes,Rural,77.8,Primary,90.5
Female,5.7,Yes,Rural,81,Primary,71.5
Male,4.7,No,Urban,96.6,Tertiary,52.2
Male,8.4,No,Rural,72.5,Secondary,54.9
Female,10.7,No,Urban,99.6,Secondary,80.4
Female,3.7,No,Urban,58.6,Tertiary,48
Female,8.9,No,Rural,73.7,None,58.2
Female,7.7,No,Urban,71,Primary,57.1
Male,10.2,Yes,Rural,67.7,Tertiary,88.5
Male,16,Yes,Urban,80.4,Secondary,100
Female,15.5,No,Urban,70.7,Secondary,94.4
Female,9.4,No,Rural,70.3,Secondary,65.3
Male,12.2,No,Rural,97,Tertiary,82.4
Male,11.5,No,Urban,97.3,Tertiary,83.9
Male,7.8,No,Rural,53,None,42
Female,11.5,Yes,Rural,61,Tertiary,84.6
Female,11.5,No,Urban,86,Tertiary,78.4
Male,12.6,No,Rural,63,Secondary,66
Female,12.8,No,Urban,76.4,None,75.6
Male,16,Yes,Rural,63.7,Secondary,86.8
Female,6.7,Yes,Rural,69.2,Tertiary,67
Male,11.9,No,Rural,68.7,Primary,67.2
Female,13.1,No,Urban,75.4,Primary,86
Female,12.4,No,Urban,65.7,Primary,71.6
Male,5.7,Yes,Urban,79.4,None,64.4
Male,9.6,Yes,Urban,83.7,Tertiary,74.7
Male,7.4,No,Rural,79.3,Secondary,57.1
Male,8.3,Yes,Urban,99,Tertiary,84.4
Female,11,Yes,Rural,60.8,Primary,81.3
Male,9.2,No,Rural,68,Secondary,63.6
Female,11.7,No,Urban,67.2,Secondary,80
Male,9.4,No,Urban,91.4,Tertiary,67.1
Male,9.6,No,Urban,63.6,Secondary,62.6
Male,6.3,No,Urban,66.7,Primary,43.5
Female,11.1,Yes,Rural,86,Secondary,83.1
Female,11.8,No,Urban,59.4,Secondary,79
Female,12.9,Yes,Rural,69.4,Secondary,87.7
Male,9,No,Rural,93.3,Tertiary,62.6
Male,8.6,No,Urban,79.3,Secondary,64.1
Female,16,No,Urban,82.5,Secondary,96.2
Female,10,Yes,Urban,61.8,Secondary,74.6
Female,2.9,No,Urban,50.3,Secondary,40.2
Male,9.4,No,Urban,51.1,Tertiary,61.2
Male,0.3,No,Urban,63.4,Secondary,24.6
Female,16,No,Rural,97.9,Tertiary,100
Male,14.3,No,Urban,71.4,Tertiary,85.9
Female,9.7,No,Rural,65.2,Tertiary,65
Female,10.2,Yes,Rural,62.2,Tertiary,74.2
Female,9.5,No,Urban,99.6,Secondary,70.7
Male,13.5,No,Rural,61.1,Primary,70.3
Male,12.5,No,Rural,56.9,Tertiary,65.5
Female,8.9,No,Rural,76.1,Primary,58.7
Female,16,No,Rural,66.1,Primary,69
Male,10,Yes,Urban,82.4,Secondary,82
Female,7.6,No,Urban,63.6,Secondary,59.8
Female,13.3,Yes,Rural,87.2,None,97.5
Female,11,No,Urban,79.4,Secondary,80.7
Female,4,No,Rural,85.3,Secondary,45
Male,8.6,No,Rural,88.2,Tertiary,69.3
Female,7.9,No,Urban,58.9,Tertiary,55
Female,13.5,No,Urban,68.4,Secondary,76.8
Male,16,Yes,Urban,60,Tertiary,100
Female,14.6,No,Urban,81.9,Secondary,82.2
Male,11.8,No,Rural,96.9,Primary,72
Female,9.1,No,Urban,58.1,Tertiary,63.8
Male,6,No,Urban,69.2,Primary,52.4
Female,9.8,Yes,Rural,75.8,Secondary,80.8
Male,2.1,Yes,Rural,82.7,Tertiary,53.4
Female,9.6,Yes,Urban,58.3,Secondary,74.7
Female,13.5,No,Urban,77.5,None,80.1
Male,12.7,No,Urban,58,None,67.9
Male,16,No,Rural,63.1,Tertiary,77.8
Male,7.7,No,Urban,67.4,None,52.5
Female,8.9,No,Urban,82,Tertiary,71.6
Female,14.6,No,Rural,64,Tertiary,87.8
Male,13.7,No,Urban,87.1,Secondary,84.8
Male,16,No,Rural,99.4,Primary,93.8
Female,5.6,Yes,Urban,64.7,Tertiary,66.6
Male,13.6,No,Rural,66.9,Tertiary,77.4
Male,14.8,No,Urban,70.9,Tertiary,87.9
Male,11.4,No,Urban,93.9,Primary,67.5
Male,16,No,Urban,63.6,Tertiary,87.3
Male,11.8,No,Rural,71.5,Secondary,66.7
Male,0.1,Yes,Urban,57.2,Secondary,36.1
Male,14.5,No,Urban,68.3,Secondary,82.2
Male,3.6,No,Rural,90.4,Primary,52.1
Female,7.9,No,Rural,78.4,Secondary,55.1
Male,12.1,No,Urban,76.7,Tertiary,75.9
Male,16,No,Urban,92.2,Secondary,97.5
Female,7.2,No,Urban,54.6,Tertiary,57.7
Female,9.7,No,Urban,86.3,Primary,74.9
Female,15.4,No,Urban,51.8,None,74.8
Female,2.4,No,Rural,94.7,Primary,36.8
Male,12.5,No,Rural,60.3,Primary,70.1
Male,5.7,No,Rural,79.8,Secondary,53.7
Female,2.3,No,Rural,55.6,Primary,29.1
Female,10,Yes,Rural,77.4,Secondary,82.8
Female,9.8,No,Urban,59.8,Tertiary,68.6
Male,11.5,No,Urban,90.3,Tertiary,82.7
Female,13.7,No,Rural,65.4,Tertiary,82.4
Female,10.9,No,Urban,64.3,Secondary,69.4
Male,16,No,Rural,69,Tertiary,95.2
Male,15.2,Yes,Urban,61.2,Tertiary,99.8
Female,6.9,No,Urban,79.8,Secondary,55.6
Male,9.6,No,Rural,93.8,Tertiary,74
Female,9,Yes,Rural,86.8,Secondary,81.9
Female,2.5,Yes,Urban,89.2,Secondary,58.8
Male,16,No,Urban,82.7,Secondary,90.8
Female,8.2,No,Urban,65.1,Secondary,55.1
Female,14.3,No,Rural,97.8,Tertiary,89.4
Female,8.4,Yes,Urban,74.1,Tertiary,80.9
Male,14,No,Urban,89.4,None,86.2
Male,8.1,No,Urban,60.8,Secondary,52.2
Male,14.5,No,Rural,72,Secondary,84.6
Female,11.3,No,Urban,76,Tertiary,76.1
Male,12.7,Yes,Urban,77.2,Primary,92.5
Female,12.8,No,Urban,96.7,Tertiary,87.2
Female,11.2,No,Urban,87.6,Primary,81.4
Female,7.7,Yes,Urban,86.3,Tertiary,83.6
Female,6.7,Yes,Rural,80.1,Tertiary,69
Male,16,No,Urban,58.5,Tertiary,82.4
Female,16,Yes,Urban,56.1,Tertiary,100
Female,11.3,No,Rural,59.8,Secondary,74.6
Female,15,Yes,Rural,68.5,Primary,90.6
Female,7.6,No,Rural,96.8,Tertiary,66.3
Male,10.8,Yes,Rural,91.1,Tertiary,82.3
Female,3.6,No,Urban,55.4,Tertiary,46.7
Female,7,Yes,Urban,92.4,Secondary,79.4
Female,9.4,No,Rural,70.5,Tertiary,62.9
Female,9.4,No,Urban,82.1,Primary,62.1
Female,10.5,No,Urban,58.8,Tertiary,70.2
Male,4.5,No,Rural,58.2,Primary,27.8
Male,10.2,No,Urban,91.5,Tertiary,74.3
Male,10.3,No,Rural,72.5,None,59
Female,11,Yes,Urban,88.9,Tertiary,97.3
Male,13,No,Rural,88.4,Tertiary,76.8
Female,7.7,No,Urban,97.3,Tertiary,75.7
Female,4,Yes,Urban,95.8,Secondary,66
Female,11.8,Yes,Rural,82.6,Primary,87
Male,11.5,Yes,Urban,80.7,None,91.4
Female,11.2,No,Urban,92.6,Secondary,73.1
Female,15.7,Yes,Rural,86.5,Secondary,100
Male,10.8,Yes,Rural,71.7,Secondary,75.6
Female,13.1,No,Rural,63.4,Primary,67.5
Female,10.2,No,Urban,67.6,Tertiary,72.4
Female,10.5,No,Urban,64.8,Tertiary,76
Female,7.7,No,Urban,71.4,Tertiary,55.4
Male,9.9,Yes,Urban,99.3,Secondary,85.4
Male,10.8,No,Urban,95.4,Secondary,77.4
Female,11.3,No,Urban,64.5,Secondary,65
Female,15.3,No,Urban,60.6,Tertiary,91.4
Male,15.7,No,Rural,52,Secondary,82.1
Male,16,No,Urban,98.9,Tertiary,96.1
Female,9,Yes,Rural,79.1,Secondary,80.4
Male,10.4,No,Rural,98.3,Secondary,75.9
Male,14.3,Yes,Urban,72.5,Secondary,100
Female,10.2,No,Urban,57.1,Secondary,63.8
Male,15.5,No,Urban,99.6,Tertiary,98.8
Male,0.8,Yes,Urban,56.3,Secondary,37.7
Male,16,Yes,Rural,53.6,Primary,89.7
Male,7.2,Yes,Rural,56.7,Tertiary,74.8
Male,9.7,No,Rural,87.1,Secondary,66.4
Male,8.8,No,Urban,56.6,Secondary,61.7
Female,13.3,No,Urban,78.6,Secondary,87.1
Female,9.3,No,Urban,62.1,Primary,61.2
Female,16,No,Urban,68.9,Secondary,82.8
Male,12.3,No,Urban,67.6,Primary,78.4
Male,9.2,Yes,Urban,73.2,Secondary,79.8
Female,13.7,Yes,Urban,64.1,Secondary,94.4
Male,12.5,Yes,Urban,93.5,Tertiary,99.6
Female,9.3,No,Rural,99.1,Tertiary,71.1
Male,15,Yes,Urban,75.8,Secondary,94.8
Female,13.4,Yes,Rural,74.4,Secondary,90.8
Female,14.8,No,Rural,79.8,Primary,76.5
Female,5.9,No,Rural,54.7,Secondary,30.8
Female,8.8,No,Rural,65.4,Secondary,65.3
Female,8.4,No,Urban,87.7,Primary,71.3
Female,13.4,Yes,Urban,79.7,Tertiary,99
Male,14,No,Rural,91.6,Secondary,76.4
Male,14.1,No,Rural,66.9,Secondary,76.4
Male,8.6,No,Rural,66.6,Tertiary,53.1
Female,7.2,No,Urban,73.2,Primary,61.9
Male,8.8,No,Urban,64.4,Tertiary,66.9
Female,15.9,No,Urban,64,None,85.9
Male,16,No,Rural,70,Secondary,85.6
Female,11.9,Yes,Rural,73.4,Secondary,85.2
Female,8.5,No,Urban,81.7,Primary,79.5
Male,8.8,No,Rural,68.4,Secondary,42.9
Female,11.4,No,Urban,86.5,Tertiary,81
Female,0,No,Urban,88.3,None,30.2
Female,11.5,No,Urban,95.6,None,74.3
Male,8.5,Yes,Rural,86.3,Tertiary,89.8
Female,7,Yes,Rural,58.9,Tertiary,72.3
Male,9.9,Yes,Rural,54.5,Secondary,79.5
Female,6.5,Yes,Urban,52.5,Secondary,72.8
Female,12.4,Yes,Urban,63,Secondary,86.6
Female,9.7,Yes,Rural,66.9,Tertiary,81.9
Female,13.9,No,Urban,67.5,None,82.7
Female,1.9,Yes,Urban,50.4,Tertiary,53.5
Female,11.3,Yes,Urban,58.5,Primary,93.4
Male,3.8,Yes,Urban,52.6,Tertiary,61.1
Male,7.6,No,Rural,99.3,Secondary,66.3
Female,15.1,No,Rural,68.4,Tertiary,89.1
Female,7.9,No,Rural,84.7,Primary,60.1
Female,15.6,Yes,Rural,79.4,Primary,99.9
Female,16,Yes,Rural,88.7,Primary,100
Male,12.7,No,Urban,90.8,Secondary,73.9
Male,12.3,Yes,Urban,69.8,Secondary,90.1
Male,3.2,No,Rural,73.5,Primary,32.3
Female,9.5,Yes,Urban,50.5,Primary,65.3
Male,13.2,Yes,Rural,83,Tertiary,100
Male,16,Yes,Urban,61.2,None,100
Female,7.8,Yes,Urban,68.6,Tertiary,73.9
Male,12.2,No,Urban,76.5,Secondary,70.7
Male,8.8,No,Rural,72,Tertiary,58.3
Male,9.5,No,Rural,79.9,Primary,60.7
Female,14.3,Yes,Rural,98,Tertiary,100
Male,10.7,No,Urban,87.6,Primary,67.3
Female,5.3,No,Urban,94,None,58.4
Female,3.6,No,Urban,78.6,Tertiary,45.7
Male,14.6,No,Urban,96.3,Secondary,87.9
Male,16,No,Urban,88.3,Secondary,89.3
Male,2.8,No,Urban,82.4,Secondary,34.8
Male,8.7,No,Rural,60.6,Primary,53.7
Male,10.6,No,Urban,63.2,Secondary,66.1
Male,8.8,Yes,Rural,63.2,None,72.7
Female,10.1,Yes,Rural,62.4,Tertiary,91.4
Female,10.8,Yes,Urban,60.2,Secondary,82.7
Female,13.8,No,Urban,86.5,Primary,83.2
Male,8.9,Yes,Rural,75.6,None,75.2
Male,16,Yes,Urban,65.1,Tertiary,100
Male,11.7,No,Urban,85.8,Secondary,76.8
Female,8.4,No,Rural,84.9,Primary,66.9
Female,11.5,No,Urban,82.2,Secondary,79.2
Male,11.5,No,Urban,87.3,Secondary,76.1
Female,6.7,No,Rural,60.5,Secondary,45.5
Female,9.8,No,Rural,82.6,None,70.1
Female,13.4,No,Urban,75.7,Secondary,86.8
Male,11.7,Yes,Urban,97.6,Tertiary,96.7
Female,8.1,No,Rural,65,Primary,55.8
Male,12.8,No,Urban,51.7,Secondary,75.2
Female,9.5,Yes,Urban,64.8,Primary,80.7
Female,11.4,No,Rural,81.8,Secondary,79.3
Female,9.2,Yes,Urban,93.5,Secondary,77.9
Male,5.2,No,Rural,56.4,Secondary,45
Male,9.9,Yes,Urban,65,Secondary,85.3
Male,10.7,Yes,Urban,99.9,Tertiary,100
Male,16,Yes,Rural,94.9,Secondary,100
Male,16,No,Urban,57.4,Primary,85.2
Male,12.3,No,Rural,60.5,Secondary,71
Female,4.9,Yes,Urban,67.5,Tertiary,64
Male,2.9,Yes,Rural,57.7,Secondary,52.4
Female,1.1,No,Urban,96.7,Primary,41.9
Male,16,Yes,Rural,74.5,Tertiary,96
Male,10.3,No,Rural,50.1,Tertiary,57.3
Male,11.7,No,Rural,51.7,Secondary,67.2
Male,8.3,No,Rural,58.5,None,47.8
Male,5.3,No,Urban,95.1,Tertiary,52.7
Female,15.1,No,Rural,56.2,Secondary,79.9
Male,10.1,No,Urban,67.9,Secondary,68.6
Female,10,No,Rural,60.9,Tertiary,57.4
Male,9,No,Urban,91.3,Secondary,68.6
Male,14.3,No,Urban,95.4,Primary,95.9
Female,10.2,No,Urban,91.3,Tertiary,79.2
Female,9.5,No,Urban,73,Tertiary,69.4
Male,15.3,No,Urban,60.9,Tertiary,95
Female,15,No,Urban,59.6,None,92.9
Male,6.9,No,Rural,81.9,None,52.6
Female,11.4,No,Urban,74.9,Secondary,88.4
Female,7.1,Yes,Urban,77.9,Tertiary,82.8
Female,16,Yes,Rural,93.1,Primary,100
Female,12.3,No,Urban,97.6,Tertiary,94.4
Male,1.5,No,Urban,95.2,Tertiary,36.8
Female,8.3,No,Rural,62,Tertiary,63.1
Female,12.4,Yes,Rural,71,Secondary,83
Female,9.6,Yes,Rural,78.4,Secondary,80.7
Female,9,No,Urban,74.4,None,54.2
Female,7.6,No,Urban,62.8,Tertiary,65.2
Female,15.7,No,Urban,62.5,Primary,89.4
Female,5,No,Urban,64,Primary,49.4
Male,16,Yes,Rural,78.4,Tertiary,100
Male,10.4,No,Urban,77.8,Secondary,80.9
Male,14.3,Yes,Urban,86.3,Tertiary,99.8
Female,12.2,Yes,Urban,62,Tertiary,96
Male,9.3,No,Urban,96.5,Primary,80.6
Female,11.5,No,Rural,60.6,Secondary,64.7
Female,11.3,No,Rural,84.2,Secondary,83.1
Male,2.9,No,Rural,80.3,Secondary,35.2
Female,7.5,No,Urban,54.9,Secondary,56.5
Female,13.5,Yes,Urban,59.6,Secondary,90.6
Male,9.8,No,Urban,90.9,None,64
Female,10.6,No,Urban,96.6,Primary,83.3
Male,7.5,No,Rural,71.6,Secondary,54
Female,5,No,Urban,96.5,None,55.2
Female,6.3,No,Urban,50.1,Tertiary,47.5
Male,4.5,Yes,Urban,77.5,Secondary,64.8
Female,16,Yes,Rural,91.9,None,100
Male,11.9,No,Urban,80,Tertiary,80.9
Female,9.1,No,Urban,92.7,None,60.7
Male,8.2,No,Urban,59.3,Primary,47.5
Male,16,No,Urban,63.1,Tertiary,92
Female,10,No,Urban,54.6,Tertiary,60.4
Male,7.5,No,Urban,54.8,None,45.1
Female,11.2,No,Urban,85.2,None,76.8
Female,13.4,No,Urban,54.4,Secondary,82.3
Female,11.6,No,Urban,86.9,Secondary,78.5
Male,12.6,No,Rural,87.5,Tertiary,84.6
Male,8.6,Yes,Rural,53.1,Secondary,68.8
Female,9.5,Yes,Rural,55.8,Tertiary,68.3
Female,10.4,Yes,Urban,65.4,Secondary,81.1
Female,12.2,No,Rural,53.2,Primary,67.4
Female,15.4,No,Urban,90.8,Secondary,93.1
Female,11.6,No,Urban,73.1,Secondary,74.5
Male,4,No,Urban,50.5,Secondary,40.3
Female,3.3,Yes,Urban,88.2,Tertiary,67.2
Female,14.4,No,Urban,70.8,Secondary,92
Male,8.3,No,Urban,72,Secondary,51.4
Female,16,No,Urban,92.9,Secondary,97.9
Female,15.8,No,Urban,72.7,None,90.1
Male,7.1,No,Rural,90,Secondary,51.7
Female,5.4,Yes,Urban,70.1,Secondary,59.1
Female,10.2,Yes,Urban,54,Secondary,89.6
Female,10.7,No,Urban,67.4,Tertiary,74.1
Male,8.4,Yes,Urban,53.3,Primary,76
Male,5.7,No,Urban,60.4,Secondary,46.2
Female,10.1,Yes,Urban,88,Secondary,96
Female,9.2,No,Rural,62,Secondary,57.7
Male,11,Yes,Urban,55,Tertiary,83.2
Male,8.3,Yes,Rural,67,Secondary,72.9
Female,16,No,Rural,78.7,None,86
Male,8.8,Yes,Rural,62.8,Secondary,65.4
Male,9.6,No,Urban,88.6,None,65.6
Female,15.8,No,Urban,99.6,Tertiary,97.6
Male,15.2,Yes,Rural,82.4,Tertiary,100
Male,16,No,Urban,84.2,Tertiary,100
Female,16,No,Urban,58,Tertiary,86
Female,15.5,No,Urban,91.5,Secondary,93.5
Female,8.4,No,Urban,52.8,Secondary,47.3
Male,2.2,Yes,Rural,95.7,Secondary,56.4
Male,10.6,Yes,Urban,66.3,Secondary,78.4
Female,8.9,No,Urban,62.9,Primary,57.8
Female,8.7,No,Rural,55.3,Secondary,50.6
Male,11.5,No,Urban,77.2,None,68.1
Female,9.4,Yes,Rural,52.7,Primary,65.7
Female,9.7,No,Urban,74.5,None,65.2
Female,8.9,Yes,Rural,90.7,Secondary,82.4
Female,5.9,Yes,Rural,87.9,Secondary,75
Female,9.6,No,Rural,55,Secondary,57.7
Male,15.7,No,Urban,74.2,Secondary,81.7
Male,11.4,Yes,Urban,93.7,None,91.8
Female,8.8,No,Urban,84.9,Primary,65.1
Female,7.2,Yes,Urban,53,Primary,57
Male,10.7,Yes,Rural,59.6,Tertiary,81.4
Male,12.4,No,Urban,96.2,Tertiary,84.1
Male,11.2,Yes,Urban,83.2,Primary,85.3
Male,6.4,No,Rural,89,Tertiary,59
Female,5.7,No,Urban,77.5,Secondary,56.4
Female,13.9,Yes,Urban,55.4,Tertiary,97.5
Female,6.7,No,Urban,74.3,Tertiary,55.3
Female,4.4,Yes,Urban,76.5,Secondary,59.4
Female,6.6,Yes,Urban,72.3,Secondary,76
Female,6.2,Yes,Rural,98.9,Secondary,76.5
Male,10.3,Yes,Urban,64.4,Tertiary,80.3
Female,11.7,Yes,Urban,62.7,None,82.6
Female,14,No,Urban,72.4,Tertiary,78.2
Female,9.2,No,Urban,76,Secondary,69
Female,6.4,Yes,Urban,66,Primary,64.9
Male,4.8,No,Urban,99.5,Primary,60.3
Male,6.6,Yes,Rural,55.8,Primary,65.9
Male,4.9,No,Urban,99.1,None,49.8
Male,8.2,Yes,Rural,95.8,Primary,62.9
Female,13.5,No,Rural,96.6,Secondary,88.7
Female,16,No,Rural,69.2,Tertiary,91.1
Male,6.2,No,Rural,80.3,Tertiary,51.4
Male,11.6,Yes,Rural,79.1,Primary,80.7
Male,5.5,No,Urban,80.2,None,46.5
Male,10.7,Yes,Rural,53,Secondary,84.1
Female,7.6,No,Urban,90.7,Tertiary,72.9
Female,9,Yes,Urban,68.4,Tertiary,82.7
Male,15.8,No,Rural,95.8,Primary,87.1
Female,12.4,Yes,Urban,59.3,Secondary,99.6
Male,11.6,No,Rural,78.9,None,64.1
Male,15.5,No,Rural,79.9,Secondary,87.8
Male,6.5,Yes,Urban,51.4,Secondary,57.9
Female,9,Yes,Rural,59.5,Secondary,77.4
Male,11.5,No,Rural,74.1,Tertiary,70
Female,14.7,No,Urban,79.8,Secondary,95.5
Female,14.1,No,Rural,54.4,None,71.7
Female,11.7,No,Urban,65.5,Tertiary,80.4
Female,12.7,Yes,Rural,77.1,Primary,95.3
Male,10.8,Yes,Urban,83.9,Secondary,93.4
Female,12.1,No,Urban,91.8,Tertiary,87.5
Female,15.4,Yes,Rural,88,Secondary,100
Male,6.1,No,Urban,89.1,None,53.3
Male,6,No,Urban,64,Tertiary,47.2
Male,11.7,Yes,Urban,66.1,Primary,90.2
Female,16,No,Rural,81.4,Tertiary,84.5
Female,11.1,No,Urban,58.7,Secondary,63.7
Male,6.6,Yes,Urban,95.4,Tertiary,74.7
Female,16,No,Urban,86.2,Secondary,90.3
Female,9.1,No,Urban,52.9,Primary,59.7
Male,10.5,No,Urban,87.5,Primary,73.6
Female,2.1,Yes,Urban,76.1,Primary,41.1
Male,10.5,No,Urban,97,Tertiary,79.7
Male,12.9,Yes,Urban,75.2,Primary,99
Male,10.1,Yes,Urban,78.8,Primary,78.2
Female,13.8,Yes,Urban,92,Secondary,100
Female,6.2,No,Rural,96,Primary,67.5
Female,6.2,No,Rural,94.6,None,52.5
Female,11.7,Yes,Urban,78.2,Primary,91.7
Male,16,No,Urban,81.3,Primary,90.1
Male,7.5,Yes,Urban,50.1,Secondary,68.8
Female,10.3,No,Urban,78.6,Secondary,73.5
Male,4.8,Yes,Rural,59.3,Tertiary,64.6
Male,13.4,Yes,Urban,79.1,Secondary,95.9
Female,6.2,No,Urban,99.5,Secondary,61.6
Female,11,No,Urban,67.3,None,57
Male,10.6,No,Urban,86.4,Secondary,77.3
Female,6.3,No,Urban,74.1,Primary,60.1
Male,13.4,No,Urban,84.3,Tertiary,91.8
Female,2.9,Yes,Rural,91.9,Primary,59.5
Male,14.3,Yes,Rural,85.8,Secondary,91.6
Male,5.6,No,Urban,64.1,None,32
Female,16,No,Urban,92.7,Secondary,100
Male,14,No,Rural,98.9,Secondary,87.8
Male,13.2,No,Rural,95.6,Secondary,89.6
Female,7,Yes,Rural,79.8,Tertiary,73.1
Female,12.1,No,Rural,94.2,Secondary,79.3
Female,7.6,No,Urban,57.9,Tertiary,61.3
Female,8,No,Urban,59.8,Tertiary,53.6
Male,12.4,No,Rural,62.9,Tertiary,74.5
Male,6.1,No,Urban,88.6,Primary,43
Male,12.3,No,Urban,62,Primary,64.3
Male,5.4,No,Urban,86,Secondary,54.3
Male,10,No,Urban,91.8,Primary,72
Female,11.6,No,Rural,60.1,None,63.2
Male,12.5,Yes,Urban,77.5,None,88.6
Male,12.6,No,Urban,91.9,Secondary,82.6
Female,13.4,No,Rural,53.8,None,71.9
Male,10.7,No,Urban,79.7,Primary,67.8
Female,8.3,Yes,Urban,59.7,Tertiary,65.9
Female,9.5,No,Rural,94.4,Secondary,67.5
Female,15.7,No,Urban,93.9,Primary,99.2
Male,11.8,No,Urban,80.3,Tertiary,74.1
Female,14.2,No,Urban,68.1,Primary,82.4
Female,10.6,No,Urban,88.9,Secondary,78.2
Female,16,No,Urban,64,Tertiary,86.8
Male,10.8,No,Urban,90.9,Tertiary,77.7
Male,12.4,Yes,Rural,60,Primary,91.9
Female,6.6,No,Urban,56.4,Secondary,42.9
Female,13.3,No,Rural,84.4,None,78.6
Male,14,No,Urban,85.8,Secondary,87.7
Male,14.1,No,Urban,64.9,Tertiary,86.7
Male,12.6,Yes,Urban,61.9,Secondary,82.2
Male,5.9,No,Rural,96.4,Secondary,50.5
Male,7.3,Yes,Urban,52.7,Secondary,60.4
Female,5.9,Yes,Urban,79.6,Secondary,69.3
Female,13,No,Urban,90.2,Secondary,84.9
Male,12.4,No,Urban,97.9,Secondary,87.8
Female,11.7,No,Rural,87.1,Secondary,76.6
Male,11.9,Yes,Urban,90.5,Tertiary,88.4
Male,10.6,No,Rural,96.3,Tertiary,77.7
Female,9.3,No,Urban,72.2,Secondary,64.1
Male,8.3,No,Urban,53.3,Secondary,60.5
Male,7.8,No,Urban,62.3,Secondary,53.5
Female,7.5,No,Rural,99.8,Secondary,59.4
Male,14.3,No,Urban,59.4,Secondary,73.4
Female,12.1,Yes,Rural,62.2,Tertiary,100
Male,14.8,No,Rural,70.2,None,75.7
Female,16,No,Rural,93.7,Primary,94.8
Female,13.8,Yes,Urban,89.7,Primary,100
Female,12,No,Urban,79.6,Primary,83.5
Male,11.2,No,Urban,75,Secondary,72
Female,8.6,No,Rural,84.4,None,57.2
Female,16,Yes,Rural,58.5,Primary,99
Female,14.3,No,Urban,79.4,Primary,81.5
